ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0380793261,yankee doodle dead death demand mystery paperback,carolyn hart,1999.0,avon
0380802279,estate mind den antiquity,tamar myers,1999.0,avon
0446357251,haunted heartland,beth scott,1988.0,warner book
0071379444,dealing people stand bring best people worst,rick brinkman,2002.0,mcgraw hill contemporary book
0671013793,della web,aphrodite jones,1998.0,pocket
0875962920,prevention healing vitamin effective vitamin mineral treatment everyday health problem serious disease,alice feinstein,1996.0,rodale book
0380763990,farewell yarn jane jeffry mystery paperback,jill churchill,1991.0,avon
0894717960,literary cat miniature edition,running press,1990.0,running pr
0394755596,anywhere vintage contemporary,mona simpson,1988.0,vintage book
0140252738,cat came christmas,cleveland amory,1995.0,penguin book
0440215439,covenant vampire diary family dracul,jeanne kalogridis,1995.0,dell
0812531272,ghost,pier anthony,1992.0,tor book
0312872542,dark sister,graham joyce,2000.0,tor book
0425191281,ghost chance chintz n china,yasmine galenorn,2003.0,berkley publishing group
0671543857,bertram hotel,agatha christie,1984.0,pocket
0898799112,writer market 2000 8 000 editor buy write writer market,kirsten holm,1999.0,f w pubns
078760156X,dream encyclopedia,james r lewis,1995.0,visible ink press
0525935878,mitigating circumstance,nancy taylor rosenberg,1993.0,penguin usa p
0525937676,trial fire,nancy taylor rosenberg,1996.0,penguin usa p
039914496X,certain prey,john sandford,1999.0,putnam publishing group
0385311109,promise,belva plain,1996.0,bantam dell pub group
0877958262,belinda,anne rice,1986.0,smithmark pub
0385074077,complete story poem edgar allan poe,edgar allan poe,1966.0,doubleday book
0060159790,shining,susan isaac,1988.0,harpercollins
0385470029,gone forgotten,phillip margolin,1993.0,bantam dell pub group
0060196246,wild justice,phillip margolin,2000.0,harpercollins publisher
0385182449,pet sematary,stephen king,1993.0,doubleday book
067086871X,bone collector lincoln rhyme novel hardcover,jeff deaver,1997.0,viking book
0679425241,dark river heart novel,dean r koontz,1994.0,random house inc
0505523302,dark prince,christine feehan,1999.0,love spell
0743400836,girl talk,julianna baggott,2002.0,washington square press
084233498X,leota garden,francine river,2000.0,tyndale house putlishers
0843949880,city infernal,edward lee,2002.0,leisure book
0385313543,glass lake,maeve binchy,1995.0,delacorte press
0743464915,dress love,diane stingley,2003.0,downtown press
0811812308,griffin sabine complete postcard,nick bantock,1995.0,chronicle book
0060578955,way crow fly novel today show book club 18,ann marie macdonald,2003.0,harpercollins
037325038X,clean slate red dress ink,laura caldwell,2003.0,red dress ink
0747255504,giving ordinary,isla dewar,2003.5,headline
067086191X,trail secret,eileen goudge,1996.0,penguin usa p
0743457536,,cara lockwood,2003.0,downtown press
1558744290,chicken soup woman soul chicken soup soul series cloth,jack canfield,1996.0,health communication inc
0684802449,blood countess novel,andrei codrescu,1995.0,simon schuster
0385294166,galapagos 300854,kurt vonnegut jr,1985.0,smithmark pub
0385337574,neurotica,sue margolis,2003.0,delta
0373250355,milkrun red dress ink,sarah mlynowski,2003.0,red dress ink
0812564367,historic haunted america haunted america,michael norman,1996.0,tor book
0440222699,child vampire diary family dracul diary family dracul,jeanne kalogridis,1996.0,dell publishing company
0446364754,child night,dan simmons,1993.0,warner book
0440226139,perfidia novel,judith rossner,1998.0,dell publishing company
1582341591,five mile house novel,karen novak,2001.0,bloomsbury usa
0451127897,stand,stephen king,1980.0,signet book
0451178017,edge,jonathan kellerman,1993.0,signet book
0804115397,shadow woman jane whitfield novel,thomas perry,1998.0,ivy book
0698109597,ghost story,peter straub,1979.0,putnam pub group
0399144048,firebird,janice graham,1998.0,putnam publishing group
0061008737,house next door,anne river siddons,1995.0,harpertorch
0446526916,life novel bell witch,melissa sander self,2002.0,warner book
0684869241,burning time novel,jeanne kalogridis,2002.0,simon schuster
0060393203,getting,anna maxted,2000.0,reganbooks
0380791242,first cut,leah r robinson,1998.0,avon
0743403436,enemy within,robert k tanenbaum,2002.0,pocket star
0061092827,shade grace,barbara delinsky,1997.0,harpertorch
0449000613,rose cottage,mary stewart,1998.0,ivy book
0553577360,garden tour affair gardening mystery paperback,ann ripley,1999.0,bantam book
0380705745,estate beckoning lady,margery allingham,1989.0,harper mass market paperback mm
0140440100,adventure quixote classic,miguel de cervantes,1988.0,penguin book
0451173406,suspicion innocence,barbara parker,1994.0,signet book
0060572965,dead witch walking,kim harrison,2004.0,harpertorch
0843950366,body electric,susan squire,2002.0,leisure book
0316926345,brideshead revisited,evelyn waugh,1999.0,back bay book
0553567764,prince dream,susan krinard,1996.0,fanfare
0061092886,fallen man joe leaphorn novel,tony hillerman,1997.0,harpertorch
044100069X,deerskin,robin mckinley,1994.0,ace book
0765300346,war oak,emma bull,2001.0,orb book
0380722798,goodnight irene,jan burke,1997.0,harper mass market paperback mm
044100900X,jenna starborn,sharon shinn,2002.0,ace book
0440213460,silver kiss afi film reader,annette curtis klause,1992.0,laurel leaf
0345409639,knowledge water ballantine reader circle,sarah smith,1997.0,ballantine book
0425179621,gidget,frederick kohner,2001.0,berkley publishing group
0804113874,vanishing act jane whitfield novel,thomas perry,1996.0,fawcett book
1576730824,gathering finch dreamcatcher,jane kirkpatrick,1997.0,multnomah
0553563149,brother k,david james duncan,1993.0,bantam book
0425189872,shore light,barbara bretton,2003.0,berkley publishing group
0553582895,dark river heart,dean r koontz,2000.0,bantam
0743213165,candyland novel two part,ed mcbain,2001.0,simon schuster
0440115450,cradle fall,mary higgins clark,1983.0,dell publishing company
0373871619,love one another love inspired 154,valerie hansen,2001.0,steeple hill
0307021106,saggy baggy elephant,k jackson,1999.0,golden book
0440961327,slave dancer laurel leaf historical fiction,paula fox,1996.0,laurel leaf
0451205634,disappearing act,terry mcmillan,2002.0,signet book
1551667290,mesmerized,candace camp,2003.0,mira
067173685X,remember remember,christopher pike,1990.0,simon pulse
1590521986,sisterchicks loose sisterchicks,robin jones gunn,2003.0,multnomah
0448095564,thirteenth pearl nancy drew mystery story 56,carolyn keene,1979.0,grosset dunlap
1575666243,permed death bad hair day mystery paperback,nancy j cohen,2000.0,kensington publishing corporation
0373834640,midnight fantasy mystery lover hour show tell 3 novel 1,vicki lewis thompson,2001.0,harlequin
0440208289,nobody angel,karen robards,1992.0,dell
0671644459,awakening,jude deveraux,1988.0,pocket
067100414X,day drum,philip shelby,1997.0,pocket
0060995149,come story,amy bloom,1994.0,perennial
0840734247,skeleton god closet,paul maier,1993.0,westbow press
0345350588,source magic xanth novel paperback,pier anthony,1990.0,del rey book
0553571745,crystal star star war random house paperback,vonda n mcintyre,1995.0,spectrum book
0380725363,far north,hobbs,1997.0,harpercollins
0553280406,walking drum,louis l amour,1985.0,bantam
067988338X,dolphin daybreak magic tree house 9 paper,mary pope osborne,1997.0,random house childrens book
0380767589,end earth avon romance,elizabeth lowell,1998.0,avon
0553344463,difficult child,stanley turecki,1989.0,bantam book
0689808526,teddy bear bed real monster,molly wigand,1996.0,simon spotlight nickelodeon
0743457935,late bloomer,fern michael,2003.0,pocket star
0439376122,captain underpants big bad battle bionic booger boy part 2 revenge ridiculous robo booger captain underpants,dav pilkey,2003.0,blue sky press
0671023225,einstein paper,craig dirgo,2000.0,pocket
0451184106,stargate novel,dean devlin,1994.0,signet book
0671872656,return remember 2 return,christopher pike,1994.0,simon pulse
0515123463,nerve,dick francis,1998.0,jove book
0590762575,suspicion animorphs 24,k applegate,1998.0,scholastic u
0590494309,warning animorphs 16,katherine applegate,1998.0,scholastic u
0064405079,nasty stinky sneaker,eve bunting,1995.0,harpertrophy
0684810263,social life dog grace canine company,elizabeth marshall thomas,2000.0,simon schuster
0679824243,mummy morning magic tree house book 3,mary pope osborne,1993.0,random house childrens book
0618129081,two tower lord ring part 2,j r r tolkien,2001.0,houghton mifflin company
0399138307,cat went closet,lilian jackson braun,1993.0,putnam pub group
0590453165,king wind story godolphin arabian,marguerite henry,1991.0,scholastic inc
0060283130,reptile room series unfortunate event book 2,lemony snicket,1999.0,harpercollins
039483609X,black stallion pa black stallion paperback,walter farley,1977.0,random house book young reader
0380727692,poppy,avi,1997.0,harpertrophy
0061065730,sleepover secret two kind 3,mary kate ashley olsen,1999.0,harperentertainment
0307010368,snow white seven dwarf,little golden staff,1994.0,random house canada
0064440230,little bear visit read book 1,else holmelund minarik,1979.0,harpertrophy
0440434475,harriet spy,louise fitzhugh,1983.0,yearling book
0679869816,dinotopia windchaser,scott ciencin,1995.0,random house book young reader
1551660768,friend lover,diana palmer,1995.0,mira
0671520032,balance power star trek next generation 33,dafydd ab hugh,1995.0,star trek
0590997289,alien animorphs 8,katherine applegate,1997.0,scholastic u
0590440632,banner sky,james ramsey ullman,1993.0,scholastic inc
0395159938,curious george curious george,h rey,1973.0,houghton mifflin co
0812531035,shade tree,pier anthony,1987.0,tor book
0440932599,deenie,judy blume,1991.0,laurel leaf
0142300497,island aunt,eva ibbotson,2001.0,puffin book
0553205196,dandelion wine,ray bradbury,1981.0,bantam book
0440416612,rat,philip pullman,2002.0,yearling book
0060172096,enchantment everyday life,thomas moore,1996.0,harpercollins
0440192463,valediction,robert parker,1992.0,dell
0967907306,flower die,andrew k stone,1999.0,book
0312311818,winner national book award novel fame honor really bad weather,jincy willett,2003.0,thomas dunne book
0062512021,knitting sutra craft spiritual practice,susan g lydon,1997.0,harpersanfrancisco
0446610992,palace,chelsea quinn yarbro,2003.0,warner book
0441007406,dog eat dog,jerry jay carroll,2000.0,ace book
0441005136,top dog,jerry jay carroll,1998.0,ace book
0758204213,master midnight,michael thomas ford,2003.0,kensington publishing corporation
0142001619,salt world history,mark kurlansky,2003.0,penguin book
0439997119,tin princess,philip pullman,2000.0,scholastic ltd
061809542X,absolutely american four year west point,david lipsky,2003.0,houghton mifflin company
0140262385,point north yorkshire,simon armitage,1996.5,penguin uk
0099288559,welcome world baby girl,fannie flagg,1999.0,trafalgar square
067179938X,son morning,linda howard,1997.0,pocket
0505524686,midnight embrace,amanda ashley,2002.0,love spell
0843941979,feather wind,madeline baker,2004.0,leisure book
0060186275,dancing witchdoctor,kelly james,2001.0,william morrow company
1853260398,tale two city wordsworth classic,charles dickens,1997.0,ntc contemporary publishing company
0590108409,mysterious island secret droon 3,tony abbott,1999.0,little apple
0060281375,complete chronicle narnia,c lewis,1998.0,harpercollins publisher
0439042445,spy treasure hunt book picture riddle spy book,walter wick,1999.0,scholastic u
0920668364,love forever,robert n munsch,1986.0,firefly book ltd
0449208346,wait till child,erma bombeck,1999.0,fawcett book
0449211843,wit end,erma bombeck,1988.0,fawcett book
0812574737,dastard xanth,pier anthony,2001.0,tor fantasy
0812534859,geis gargoyle xanth,pier anthony,1995.0,tor fantasy
0812534840,harpy thyme xanth,pier anthony,1995.0,tor fantasy
0743520041,lt theory pet,stephen king,2001.0,audioworks
0061053554,santa twin,dean r koontz,1996.0,william morrow
0590461265,dream date,sinclair smith,1996.0,scholastic u
0671640771,wired wired,bob woodward,1986.0,pocket
1562926160,quiet little woman tilly christmas rosa tale three enchanting christmas story,louisa may alcott,1999.0,chariot victor pub
0373825099,tyler 9 milky way,muriel jensen,1992.0,harlequin
0373825064,tyler 6 sunshine tyler 6,pat warren,1992.0,harlequin
0373825056,tyler 5 blazing star tyler 5,suzanne ellison,1992.0,harlequin
0060263954,stuart little 60th anniversary edition,e b white,1945.0,harpercollins
0679821481,six seuss treasury dr seuss classic,seuss,1991.0,random house childrens book
0679883886,hatful seuss five favorite dr seuss story,seuss,1997.0,random house childrens book
0767910427,bryson dictionary troublesome word,bill bryson,2002.0,broadway book
0801009596,precious moment bedtime story,samuel j butcher,1989.0,baker pub group
037322639X,another woman baby secret passion harlequin intrigue 639,joanna wayne,2001.0,harlequin
0373226314,wife name harlequin intrigue 631,joyce sullivan,2001.0,harlequin
0373226543,howling darkness moriah landing harlequin intrigue 654,b j daniel,2002.0,harlequin
0811816753,grimm grimmest,jacob grimm,1997.0,chronicle book
0312931735,girl heard dragon,anne mccaffrey,1994.0,st martin pr
0684810794,bible code,michael drosnin,1997.0,simon schuster
0671731262,tropic fear nancy drew hardy boy supermystery 14 tropic fear nancy drew hardy boy super mystery paperback,carolyn keene,1992.0,simon pulse
